id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
56,hBP01-023,ときのそら,ときのそら,ホロメン,#JP #0期生 #歌,UR,白,210,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[白+白+◇+赤+50]止まらねえぞ　80,,,"私たちは前に向かって…！
自分のデッキを２枚引く。",,,タスキブ,/wp-content/images/cardlist/hBP01/hBP01-023_UR.png,hBP01-023_RR.png;hBP01-023_UR.png,
57,hBP01-024,ベスティア・ゼータ,ベスティア・ゼータ,ホロメン,#ID #ID3期生,C,白,100,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]ミッションスタート　30,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-024_C.png,hBP01-024_C.png;hBP01-024_P.png,
58,hBP01-025,ベスティア・ゼータ,ベスティア・ゼータ,ホロメン,#ID #ID3期生,C,白,160,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[白]温泉は飲まないでね！　40 | [白+◇]温泉でくつろぐ一日を　60,,,,,,あるてら,/wp-content/images/cardlist/hBP01/hBP01-025_C.png,hBP01-025_C.png,
59,hBP01-026,ベスティア・ゼータ,ベスティア・ゼータ,ホロメン,#ID #ID3期生,U,白,110,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[◇]ステージみんな「私のもの」　30,,,"新たな運命
DebutからBloomした時、自分のデッキから、#ID３期生を持つBuzz以外の[Debutホロメンか１stホロメン]１枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,,/wp-content/images/cardlist/hBP01/hBP01-026_U.png,hBP01-026_P.png;hBP01-026_U.png,
60,hBP01-027,ベスティア・ゼータ,ベスティア・ゼータ,Buzzホロメン,#ID #ID3期生,RR,白,200,,1st,◇/◇,ブースターパック「ブルーミングレディアンス」,,[白+◇+◇]アクセスコード：ID　70+,,,"V.7
[ターンに１回][コラボポジション限定]自分のホロメンが相手からダメージを受ける時、サイコロを１回振れる：奇数の時、そのダメージを受けない。",このホロメンがダウンした時、自分のライフ-２,,いかけ,/wp-content/images/cardlist/hBP01/hBP01-027_RR.png,hBP01-027_RR.png;hBP01-027_UR.png,
61,hBP01-027,ベスティア・ゼータ,ベスティア・ゼータ,Buzzホロメン,#ID #ID3期生,UR,白,200,,1st,◇/◇,ブースターパック「ブルーミングレディアンス」,,[白+◇+◇]アクセスコード：ID　70+,,,"V.7
[ターンに１回][コラボポジション限定]自分のホロメンが相手からダメージを受ける時、サイコロを１回振れる：奇数の時、そのダメージを受けない。",このホロメンがダウンした時、自分のライフ-２,,いかけ,/wp-content/images/cardlist/hBP01/hBP01-027_UR.png,hBP01-027_RR.png;hBP01-027_UR.png,
62,hBP01-028,IRyS,IRyS,ホロメン,#EN #Promise #歌,C,白,100,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]ハイRyS！　30,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-028_C.png,hBP01-028_C.png;hBP01-028_P.png,
63,hBP01-029,IRyS,IRyS,ホロメン,#EN #Promise #歌,C,白,160,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[白+◇]清楚なネフィリムです！　50,,,,,,トロメラ,/wp-content/images/cardlist/hBP01/hBP01-029_C.png,hBP01-029_C.png,
64,hBP01-030,IRyS,IRyS,ホロメン,#EN #Promise #歌,U,白,110,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[◇]一生懸命歌うから見ててね！　40,,,"ステージを希望で包もう！
このターンの間、自分の#Promiseを持つ[センターホロメンとコラボホロメン]のアーツ+30。",,,,/wp-content/images/cardlist/hBP01/hBP01-030_U.png,hBP01-030_P.png;hBP01-030_U.png,
65,hBP01-031,IRyS,IRyS,ホロメン,#EN #Promise #歌,R,白,200,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[白+◇+◇+赤+50]約束の力　50+,,,"希望の庭園
自分のホロパワーを見る。その中から１枚を公開し、手札に加える。そして自分のデッキの上から１枚をホロパワーにする。",,,mizu,/wp-content/images/cardlist/hBP01/hBP01-031_R.png,hBP01-031_P.png;hBP01-031_R.png,
66,hBP01-032,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,C,緑,100,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]アロ～ナ！　30,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-032_C.png,hBP01-032_02_C.png;hBP01-032_C.png;hBP01-032_HR.png;hBP01-032_P.png,
67,hBP01-033,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,U,緑,50,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[緑]アフターパーティー　20,,,"ヒーリングランウェイ
サイコロを１回振れる：奇数の時、自分の緑ホロメン１人のHP20回復。",,,安曇アキタケ,/wp-content/images/cardlist/hBP01/hBP01-033_U.png,hBP01-033_U.png,
68,hBP01-034,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,C,緑,160,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[緑]あらあら　30 | [緑+◇]むぎゅむぎゅ雑談　50,,,,,,千種みのり,/wp-content/images/cardlist/hBP01/hBP01-034_C.png,hBP01-034_C.png,
69,hBP01-035,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,C,緑,120,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[緑]アキロゼ幻想曲　40,,,"ブレーメンの音楽祭
自分のアーカイブのツール１枚を自分のホロメンに付けられる。",,,夏炉,/wp-content/images/cardlist/hBP01/hBP01-035_C.png,hBP01-035_C.png;hBP01-035_P.png,
70,hBP01-036,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,U,緑,100,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[◇]今日もがんばローゼ！　30,,,"ロゼ隊のみんな応援しててね！
自分のホロメン１人のHP20回復。",,,,/wp-content/images/cardlist/hBP01/hBP01-036_U.png,hBP01-036_P.png;hBP01-036_U.png,
71,hBP01-037,アキ・ローゼンタール,アキ・ローゼンタール,ホロメン,#JP #1期生 #ハーフエルフ #お酒,R,緑,190,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[緑+緑+緑+白+50]秘密の合鍵　70+,,,"ゴシックドール
自分のエールデッキの上から１枚を、自分のホロメンに送る。その後、このホロメンにツールが付いている時、このホロメンのHP40回復。",,,りんけてん,/wp-content/images/cardlist/hBP01/hBP01-037_R.png,hBP01-037_P.png;hBP01-037_R.png,
72,hBP01-038,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,C,緑,90,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[緑]こんぺこー！　20+,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-038_C.png,hBP01-038_02_C.png;hBP01-038_C.png;hBP01-038_P.png,
73,hBP01-039,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,U,緑,60,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]無重力ジャンプ！　30,,,"ギャラクシーアイドル
自分の推しホロメンが〈兎田ぺこら〉の時、サイコロを１回振れる：偶数の時、自分のエールデッキの上から１枚を、自分のホロメンに送る。",,,憂姫はぐれ,/wp-content/images/cardlist/hBP01/hBP01-039_U.png,hBP01-039_P.png;hBP01-039_U.png,
74,hBP01-040,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,C,緑,150,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[緑+◇]おつぺこでした　60,,,,,,憂姫はぐれ,/wp-content/images/cardlist/hBP01/hBP01-040_C.png,hBP01-040_C.png,
75,hBP01-041,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,U,緑,90,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[◇]見逃しちゃだめぺこだよ！　30,,,"成長した兎田ぺこらを
自分のエールデッキの上から１枚を、自分のセンターホロメンかコラボホロメンに送る。",,,,/wp-content/images/cardlist/hBP01/hBP01-041_U.png,hBP01-041_P.png;hBP01-041_SR.png;hBP01-041_U.png,
76,hBP01-042,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,R,緑,120,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[緑]白い砂浜と兎少女　40 | [緑+緑]きｔらあああ　50+,,,,,,憂姫はぐれ,/wp-content/images/cardlist/hBP01/hBP01-042_R.png,hBP01-042_P.png;hBP01-042_R.png,
77,hBP01-043,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,RR,緑,200,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[緑+緑+緑+◇+青+50]全人類兎化計画　60+,,,"プリンセスドレス
このホロメンのHP50回復。",,,須王 彩,/wp-content/images/cardlist/hBP01/hBP01-043_RR.png,hBP01-043_RR.png;hBP01-043_UR.png,
78,hBP01-043,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,UR,緑,200,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[緑+緑+緑+◇+青+50]全人類兎化計画　60+,,,"プリンセスドレス
このホロメンのHP50回復。",,,須王 彩,/wp-content/images/cardlist/hBP01/hBP01-043_UR.png,hBP01-043_RR.png;hBP01-043_UR.png,
79,hBP01-044,AZKi,AZKi,ホロメン,#JP #0期生 #歌,C,緑,100,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]こんあずき～　20,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-044_C.png,hBP01-044_C.png;hBP01-044_P.png;hBP01-044_P_02.png,
80,hBP01-045,AZKi,AZKi,ホロメン,#JP #0期生 #歌,U,緑,50,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[緑]海辺の街できみと　20,,,"Overwrite
自分のライフが３以下の間、このホロメンは、自分の手札の２nd〈AZKi〉に、Bloomレベルを無視してBloomできる。",,,美和野らぐ,/wp-content/images/cardlist/hBP01/hBP01-045_U.png,hBP01-045_U.png,
81,hBP01-046,AZKi,AZKi,ホロメン,#JP #0期生 #歌,C,緑,100,,1st,◇,ブースターパック「ブルーミングレディアンス」,,[◇]こんな素敵な世界に来れました！　30,,,"開拓者のみんながいたから
自分のステージのエール１～３枚を選び、自分のホロメンに割り振って付け替えられる。",,,,/wp-content/images/cardlist/hBP01/hBP01-046_C.png,hBP01-046_C.png;hBP01-046_P.png,
82,hBP01-047,AZKi,AZKi,ホロメン,#JP #0期生 #歌,RR,緑,220,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[緑+緑+緑+◇+白+50]新たな地図　120,,,"いのちの軌跡
このホロメンのHP40回復。その後、サイコロを１回振れる：奇数の時、自分のアーカイブの緑エール１～３枚をこのホロメンに送れる。",,,チェリ子,/wp-content/images/cardlist/hBP01/hBP01-047_RR.png,hBP01-047_RR.png;hBP01-047_UR.png,
83,hBP01-047,AZKi,AZKi,ホロメン,#JP #0期生 #歌,UR,緑,220,,2nd,◇/◇,ブースターパック「ブルーミングレディアンス」,,[緑+緑+緑+◇+白+50]新たな地図　120,,,"いのちの軌跡
このホロメンのHP40回復。その後、サイコロを１回振れる：奇数の時、自分のアーカイブの緑エール１～３枚をこのホロメンに送れる。",,,Hachi,/wp-content/images/cardlist/hBP01/hBP01-047_UR.png,hBP01-047_RR.png;hBP01-047_UR.png,
84,hBP01-048,風真いろは,風真いろは,ホロメン,#JP #秘密結社holoX,C,緑,120,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「ブルーミングレディアンス」,,[◇]皆殿、風真いろはでござる～　20,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-048_C.png,hBP01-048_03_C.png;hBP01-048_C.png;hBP01-048_C_2.png;hBP01-048_HR.png;hBP01-048_P.png,
85,hBP01-049,風真いろは,風真いろは,ホロメン,#JP #秘密結社holoX,C,緑,180,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「ブルーミングレディアンス」,,[緑]とれたてナス　30 | [緑+◇]おひとついかがでござるか？　50,,,,,,はな森,/wp-content/images/cardlist/hBP01/hBP01-049_C.png,hBP01-049_C.png,
86,hBP01-050,風真いろは,風真いろは,ホロメン,#JP #秘密結社holoX,U,緑,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「ブルーミングレディアンス」,,[緑+◇]元気を全力でお届けします！　20,,,"用心棒
[コラボポジション限定]相手のホロメンのアーツは、自分のコラボホロメンしか対象にできない。ただし、特殊ダメージは除く。",,,,/wp-content/images/cardlist/hBP01/hBP01-050_U_02.png,hBP01-050_P.png;hBP01-050_P_03.png;hBP01-050_U_02.png;hBP01-050_U_2.png,
87,hBP01-051,風真いろは,風真いろは,Buzzホロメン,#JP #秘密結社holoX,RR,緑,250,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「ブルーミングレディアンス」,,[緑+◇]エールを束ねて　50+ | [緑+◇+◇]風華の輝き　70,,,,このホロメンがダウンした時、自分のライフ-２,,でいりー,/wp-content/images/cardlist/hBP01/hBP01-051_RR.png,hBP01-051_RR.png;hBP01-051_UR.png,
88,hBP01-051,風真いろは,風真いろは,Buzzホロメン,#JP #秘密結社holoX,UR,緑,250,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「ブルーミングレディアンス」,,[緑+◇]エールを束ねて　50+ | [緑+◇+◇]風華の輝き　70,,,,このホロメンがダウンした時、自分のライフ-２,,さまてる,/wp-content/images/cardlist/hBP01/hBP01-051_UR.png,hBP01-051_RR.png;hBP01-051_UR.png,
89,hBP01-052,アイラニ・イオフィフティーン,アイラニ・イオフィフティーン,ホロメン,#ID #ID1期生 #絵,C,緑,70,,Debut,◇,ブースターパック「ブルーミングレディアンス」,,[◇]スラマッパギ！　10,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP01/hBP01-052_C.png,hBP01-052_02_C.png;hBP01-052_C.png;hBP01-052_P.png,
